fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,estat,motiu,evidencia,url_objectiu_proposada,estat_assignacio,pendent
187,SEO Ideas!A187:D187,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,Reassignació confirmada de /es/sedes.html a /es/ per a «clinica dental carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
188,SEO Ideas!A188:D188,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,reassignacio_confirmada,Reassignació confirmada de /es/sedes.html a /es/ per a «clinica dental carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
189,SEO Ideas!A189:D189,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `años de experiencia`, `dr carrera`",semantica,reassignacio_confirmada,Reassignació confirmada de /es/sedes.html a /es/ per a «clinica dental carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
190,SEO Ideas!A190:D190,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,"Try to acquire backlinks from the following domains: gowork.com, linkcentre.com, donde-estamos.es",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: gowork.com, linkcentre.com, donde-estamos.es. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
191,SEO Ideas!A191:D191,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,reassignacio_confirmada,Reassignació confirmada de /es/sedes.html a /es/ per a «clinica dental carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
192,SEO Ideas!A192:D192,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,Keyword assigned to the current page produce higher rankings for other page. You may try to optimize these higher ranking page for the given keyword instead: position 1 page https://www.estudidentalcarrera.com/es/,assignacio_keyword,reassignacio_confirmada,Reassignació confirmada de /es/sedes.html a /es/ per a «clinica dental carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
193,SEO Ideas!A193:D193,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
194,SEO Ideas!A194:D194,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «dentista tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
195,SEO Ideas!A195:D195,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «dentista tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
196,SEO Ideas!A196:D196,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «dentista tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
197,SEO Ideas!A197:D197,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «dentista tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
198,SEO Ideas!A198:D198,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,Try to acquire backlinks from the following domains: docfav.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: docfav.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
199,SEO Ideas!A199:D199,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,reassignacio_confirmada,"Reassignació confirmada de /es/sedes.html a /es/dentista-tremp.html per a «dentista tremp», amb lectura de la taula després de desar. La landing local correspon a la ciutat i l’idioma de la consulta; la reanàlisi de l’avís original continua pendent.","data/landing-pages.js (es-tremp), title: Dentista y clínica dental en Tremp | Carrera | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,Revisar els avisos actualitzats a la landing correcta quan acabi la recopilació. No es declara una millora de posicions ni el compliment literal de tots els suggeriments.
